height,weight,gender,gender_male
1.749671415,144.4803479,female,0
1.68617357,138.9318469,male,1
1.764768854,138.5365945,female,0
1.852302986,139.3804654,male,1
1.676584663,137.3203497,male,1
1.676586304,135.7967421,female,0
1.857921282,147.3720302,male,1
1.776743473,142.0130327,female,0
1.653052561,137.9003916,female,0
1.754256004,135.0366242,male,1
1.653658231,139.2698819,male,1
1.653427025,133.6593493,female,0
1.724196227,146.5861157,female,0
1.508671976,121.9876597,male,1
1.527508217,135.0552299,male,1
1.643771247,133.1781163,male,1
1.598716888,126.6787544,male,1
1.731424733,134.1518075,female,0
1.609197592,128.8581431,female,0
1.55876963,130.0593112,female,0
1.846564877,144.9424213,female,0
1.67742237,131.0026185,male,1
1.70675282,135.2158681,male,1
1.557525181,138.5876109,female,0
1.645561728,140.9158022,female,0
1.711092259,137.7362313,female,0
1.584900642,129.4350495,female,0
1.737569802,137.4786467,female,0
1.639936131,135.0643964,female,0
1.670830625,128.4275684,female,0
1.639829339,130.7045843,female,0
1.885227818,135.9184706,female,0
1.698650278,136.9286295,male,1
1.594228907,132.9474251,female,0
1.782254491,136.6967922,male,1
1.577915635,136.7657156,male,1
1.72088636,129.9154897,female,0
1.504032988,117.879775,female,0
1.567181395,129.4813288,male,1
1.719686124,141.2197977,male,1
1.773846658,147.1119714,female,0
1.717136828,133.5624201,male,1
1.688435172,139.8151628,female,0
1.66988963,133.3019392,female,0
1.552147801,126.7442535,female,0
1.628015579,135.8190786,male,1
1.653936123,135.9584205,male,1
1.805712223,132.4036503,female,0
1.734361829,144.1007932,male,1
1.523695984,133.085256,male,1
1.732408397,133.4926063,male,1
1.661491772,135.0536063,male,1
1.6323078,134.0855409,male,1
1.761167629,139.3617503,male,1
1.803099952,137.4034718,male,1
1.793128012,136.2982838,female,0
1.616078248,130.676142,male,1
1.669078762,139.3175832,male,1
1.733126343,139.3743179,male,1
1.797554513,138.024654,male,1
1.652082576,136.4626224,male,1
1.681434102,119.828992,male,1
1.589366503,135.2121536,male,1
1.580379338,120.320398,male,1
1.781252582,137.2504244,female,0
1.835624003,136.1828507,male,1
1.692798988,128.166542,male,1
1.80035329,145.8217984,male,1
1.736163603,134.4696741,male,1
1.635488025,133.5069206,female,0
1.736139561,136.5723751,female,0
1.853803657,145.075387,female,0
1.696417396,135.2049793,female,0
1.856464366,136.4082572,female,0
1.43802549,126.8826086,female,0
1.78219025,136.6407296,female,0
1.708704707,127.6523258,female,0
1.670099265,131.3643874,female,0
1.709176078,142.9626028,female,0
1.501243109,129.3132641,female,0
1.678032811,132.1583799,female,0
1.735711257,135.0392743,female,0
1.847789404,140.781295,female,0
1.648172978,142.7923888,female,0
1.61915064,132.8672092,female,0
1.649824296,134.641423,male,1
1.791540212,144.7284279,female,0
1.732875111,137.8377013,male,1
1.64702398,131.0559883,female,0
1.751326743,136.5845879,female,0
1.709707755,135.1273814,male,1
1.796864499,139.6571138,female,0
1.629794691,135.1278822,male,1
1.667233785,133.6214187,male,1
1.660789185,136.7026596,male,1
1.553648505,127.2788424,female,0
1.729612028,136.8737773,female,0
1.726105527,126.3142729,female,0
1.700511346,139.6072057,male,1
1.676541287,135.5595067,male,1
1.558462926,132.9131968,female,0
1.657935468,118.4154965,female,0
1.665728548,143.7283009,female,0
1.619772273,130.2906655,female,0
1.683871429,139.7344855,female,0
1.740405086,131.8207246,male,1
1.88861859,147.494799,male,1
1.717457781,130.6058112,male,1
1.725755039,133.1689072,female,0
1.692555408,144.1979272,male,1
1.508122878,124.4527319,male,1
1.697348612,135.954595,male,1
1.706023021,139.6514897,male,1
1.946324211,149.79462,male,1
1.680763904,134.7902897,female,0
1.730154734,138.3325417,male,1
1.696528823,146.8435191,female,0
1.583132196,128.8685158,female,0
1.814282281,141.7196093,female,0
1.775193303,144.0129371,female,0
1.779103195,144.4827894,female,0
1.609061255,136.3882143,male,1
1.840279431,145.2076227,male,1
1.559814894,122.2757201,female,0
1.758685709,146.1014431,female,0
1.919045563,140.2205512,female,0
1.600946367,131.5604957,male,1
1.643370227,128.3971321,female,0
1.709965137,135.1775651,male,1
1.649652435,134.1264338,female,0
1.544933657,128.8534689,male,1
1.706856297,137.4524186,female,0
1.593769629,137.7570378,male,1
1.747359243,139.6356337,female,0
1.608057577,129.1820957,male,1
1.854993441,147.5701079,male,1
1.621674671,137.031086,male,1
1.667793848,127.2516533,male,1
1.781351722,142.0545864,male,1
1.576913568,132.3515421,male,1
1.722745993,134.6494822,male,1
1.830714275,148.4142478,female,0
1.539251677,126.2123059,female,0
1.718463386,136.5510516,female,0
1.725988279,135.4340548,female,0
1.778182287,138.9870096,female,0
1.576304929,123.333871,male,1
1.567954339,121.1974625,male,1
1.752194157,145.5822331,male,1
1.729698467,132.2501166,male,1
1.725049285,131.2955025,male,1
1.734644821,125.9652905,female,0
1.631997528,128.4050677,female,0
1.72322537,129.5458195,female,0
1.729307247,144.6754382,female,0
1.628564858,136.4773284,male,1
1.886577451,140.8881208,male,1
1.747383292,148.6313436,male,1
1.58086965,133.9523099,female,0
1.765655361,136.6586111,male,1
1.602531833,117.6295631,female,0
1.77870846,150.3901359,male,1
1.815859558,133.8451156,male,1
1.617931768,122.6695947,female,0
1.796337613,144.9297328,male,1
1.741278093,149.2626667,male,1
1.782206016,146.0316649,female,0
1.889679298,147.3035105,male,1
1.675461188,136.7468311,female,0
1.624626384,135.498397,male,1
1.611048557,134.3470708,male,1
1.618418972,132.3269057,male,1
1.692289829,135.135497,male,1
1.734115197,136.3927942,male,1
1.72766908,132.6136311,male,1
1.782718325,137.7325409,male,1
1.701300189,126.6002254,male,1
1.845353408,141.7759723,female,0
1.673534317,128.7337603,female,0
1.972016917,143.0828992,male,1
1.762566735,139.0278075,male,1
1.614284244,137.6742236,female,0
1.59291075,134.2371205,male,1
1.748247242,129.5598591,male,1
1.677653721,128.9345454,female,0
1.771400049,143.2738584,male,1
1.747323762,132.4537512,male,1
1.692717109,133.5126897,female,0
1.615320628,133.5162919,male,1
1.548515278,122.5840416,male,1
1.655348505,133.2943028,female,0
1.785639879,132.6118665,male,1
1.721409374,133.0636305,female,0
1.575426122,130.3702158,male,1
1.717318093,127.900936,male,1
1.738531738,139.1289606,female,0
1.611614256,130.4825238,female,0
1.715372511,138.5310753,male,1
1.705820872,136.4106143,female,0
1.58570297,136.1058507,female,0
1.735778736,137.4150593,male,1
1.756078453,135.6568949,male,1
1.808305124,141.0267437,male,1
1.805380205,142.9855004,female,0
1.562233063,128.3559535,female,0
1.606217496,130.5138333,female,0
1.751503527,134.0652179,female,0
1.751378595,134.2544252,male,1
1.751504769,130.5622121,female,0
2.085273149,163.0115412,male,1
1.757089051,131.6351364,female,0
1.813556564,137.2133022,male,1
1.795400176,136.1779725,male,1
1.765139125,142.7315781,male,1
1.668473076,131.9489054,female,0
1.775896922,145.0335565,male,1
1.622717479,127.7684208,male,1
1.676318139,135.2108778,female,0
1.651463645,128.396447,male,1
1.708187414,146.1351163,female,0
1.931465857,140.6353007,female,0
1.513273481,127.2127776,male,1
1.768626019,141.6001854,male,1
1.538728413,129.0054161,female,0
1.652806813,131.7139024,male,1
1.80889506,139.7956495,female,0
1.706428002,135.5404575,female,0
1.592225522,128.8762661,female,0
1.628469629,136.242877,male,1
1.767959775,149.4506038,female,0
1.626963337,128.5607079,male,1
1.721645859,129.2332781,male,1
1.704557184,134.786449,male,1
1.634839965,144.640545,male,1
1.914394409,141.7013476,female,0
1.763391902,146.3651791,male,1
1.497485741,133.2627911,female,0
1.718645431,133.1643304,female,0
1.633821354,134.5359831,male,1
1.785243333,147.4041498,female,0
1.620747926,129.1417576,female,0
1.688526356,133.408416,male,1
1.750498728,134.6165318,female,0
1.786575519,134.2549923,female,0
1.579970359,125.7521302,female,0
1.666549876,127.2077925,female,0
1.652505469,132.7956908,male,1
1.634667077,127.8834877,female,0
1.876545424,144.9962008,female,0
1.740498171,129.2454303,female,0
1.573911605,130.3499814,female,0
1.791786195,143.7569545,male,1
1.91221562,135.6421028,female,0
1.803246526,142.0326092,male,1
1.548063003,133.5414951,female,0
1.651576593,126.5306245,male,1
1.826691115,149.6974177,male,1
1.629233053,133.5567477,male,1
1.744381943,133.6940379,male,1
1.777463405,138.5943249,male,1
1.607306953,133.1569822,female,0
1.694047464,135.0824002,female,0
1.375873266,121.4874433,female,0
1.597561236,125.2746938,male,1
1.674743185,134.5839634,female,0
1.575221682,121.6925116,male,1
1.86324113,142.6059262,male,1
1.556985862,123.3297549,female,0
1.655995551,129.1221279,female,0
1.713074058,141.8341688,male,1
1.844127329,147.662917,male,1
1.556413785,130.8663798,female,0
1.816316375,135.3542549,female,0
1.701023306,133.4691231,female,0
1.601849135,136.1579452,female,0
1.746210347,138.0191019,male,1
1.71990597,147.5919462,female,0
1.639978312,133.9655048,female,0
1.706980208,136.309256,female,0
1.66146864,131.5278497,male,1
1.711351735,136.2352913,male,1
1.766213067,137.5483042,male,1
1.858601682,146.4706275,male,1
1.57621845,133.5944341,female,0
1.913303337,141.7352196,male,1
1.50479122,118.5833962,female,0
1.68482149,125.0600477,female,0
1.758831721,140.4815427,female,0
1.728099187,130.8881263,female,0
1.637730048,121.1220494,male,1
1.679187775,135.9022818,male,1
1.650699907,144.9999929,male,1
1.641063524,132.0228217,female,0
1.78496021,143.4404644,female,0
1.735701549,137.1942242,female,0
1.63070904,131.0410038,female,0
1.789959988,144.0933818,female,0
1.730729952,135.0851249,male,1
1.781286212,140.4012722,female,0
1.762962884,139.7566332,male,1
1.617100499,127.5145727,female,0
1.643981896,137.1593065,female,0
1.774729361,137.8616692,male,1
1.761037027,134.2731255,male,1
1.697909841,137.5780412,female,0
1.711732738,131.094297,female,0
1.82776649,141.5292303,female,0
1.640842861,131.9965481,female,0
1.754709738,143.1649647,male,1
1.679780735,136.3625279,female,0
1.67823188,133.7864592,male,1
1.809877685,144.5827158,female,0
1.782541635,146.0781195,male,1
1.781350964,141.8565997,male,1
1.830547881,141.5791571,female,0
1.702100384,128.545838,male,1
1.768195297,133.0841965,female,0
1.668973324,131.9225427,male,1
1.732416635,133.5732708,female,0
1.686985695,133.4144282,male,1
1.709699596,135.7682294,female,0
1.759515703,140.6242489,female,0
1.618177932,130.5564027,male,1
1.909238728,147.8944446,male,1
1.599398262,130.2922852,male,1
1.578581139,119.0517241,male,1
1.815811087,136.0938774,female,0
1.779166269,138.2378757,male,1
1.762411982,132.0721254,female,0
1.762834551,141.1413712,male,1
1.698775323,142.5925203,female,0
1.610274563,136.6075374,female,0
1.707580456,134.3118084,female,0
1.632283829,139.0678221,female,0
1.797511973,140.618936,male,1
1.685294262,132.5792832,male,1
1.61745028,127.8055007,female,0
1.667861416,131.8807224,male,1
1.741293145,135.1237732,male,1
1.643627545,133.0334583,female,0
1.61777796,131.6917679,male,1
1.724368721,136.2336662,male,1
1.724496657,138.4095237,male,1
1.649305682,138.4185155,female,0
1.652896169,137.3925791,male,1
1.723204994,128.7357598,female,0
1.555191566,114.9899726,male,1
1.559253623,132.6342807,male,1
1.628155578,124.5733854,male,1
1.678655285,132.8089372,female,0
1.731090757,130.7039727,female,0
1.847535622,133.3668789,male,1
1.785765962,141.9956118,female,0
1.684006147,137.9960832,male,1
1.698098379,132.022367,female,0
1.599747064,117.0321417,female,0
1.698148686,132.1762121,male,1
